date,home_team,away_team,home_confederation,away_confederation,home_elo_pre,away_elo_pre,city,country,neutral,tournament_weight,home_score,away_score,elo_diff
2000-06-21,Slovenia,Norway,Unknown,UEFA,1607.7722700825466,1878.630515846245,Arnhem,Netherlands,1,4,0.0,0.0,-270.8582457636985
2000-06-21,Solomon Islands,Cook Islands,Unknown,Unknown,1632.723877449023,1310.3263488787002,Papeete,Tahiti,1,4,5.0,1.0,322.3975285703227
2000-06-21,Serbia,Spain,Unknown,UEFA,1873.8343657183484,1949.1900193142783,Bruges,Belgium,1,4,3.0,4.0,-75.35565359592988
2000-06-21,Denmark,Czech Republic,Unknown,UEFA,1814.3377089194205,1862.2695008640335,Liège,Belgium,1,4,0.0,2.0,-47.931791944612996
2000-06-21,New Zealand,Vanuatu,OFC,Unknown,1675.8922498650004,1419.2972932603686,Papeete,Tahiti,1,4,3.0,1.0,256.59495660463176
2000-06-21,Netherlands,France,UEFA,UEFA,1968.8518248893351,2074.8504491248245,Amsterdam,Netherlands,0,4,3.0,2.0,-105.99862423548939
2000-06-22,Tahiti,Vanuatu,Unknown,Unknown,1587.349527305519,1405.3571198813029,Papeete,Tahiti,0,4,2.0,3.0,181.99240742421603
2000-06-23,Solomon Islands,Australia,Unknown,AFC,1645.3974935828155,1830.2955107970945,Papeete,Tahiti,1,4,0.0,6.0,-184.89801721427898
2000-06-24,Turkey,Portugal,UEFA,UEFA,1751.0317227936596,1947.5477408993456,Amsterdam,Netherlands,1,4,0.0,2.0,-196.51601810568604
2000-06-24,Italy,Romania,Unknown,Unknown,1965.9543112179729,1841.3342252867672,Brussels,Belgium,1,4,2.0,0.0,124.62008593120572
2000-06-25,Australia,Vanuatu,AFC,Unknown,1857.54623586893,1447.1194607806,Papeete,Tahiti,1,4,1.0,0.0,410.4267750883298
2000-06-25,Netherlands,Serbia,UEFA,Unknown,1994.283417715686,1854.1731864849403,Rotterdam,Netherlands,0,4,6.0,1.0,140.11023123074574
2000-06-25,New Zealand,Solomon Islands,OFC,Unknown,1689.832423244066,1618.1467685109803,Papeete,Tahiti,1,4,2.0,0.0,71.68565473308558
2000-06-25,Spain,France,UEFA,UEFA,1968.8511985476864,2049.418856298474,Bruges,Belgium,1,4,1.0,2.0,-80.5676577507877
2000-06-28,Venezuela,Bolivia,Unknown,Unknown,1334.5877817163637,1603.2268762931778,San Cristóbal,Venezuela,0,3,4.0,2.0,-268.63909457681416
2000-06-28,Vanuatu,Solomon Islands,Unknown,Unknown,1442.8160133728402,1588.276107402769,Papeete,Tahiti,1,4,1.0,2.0,-145.46009402992877
2000-06-28,Brazil,Uruguay,CONMEBOL,CONMEBOL,2090.1239014707735,1715.2772858048884,Rio de Janeiro,Brazil,0,3,1.0,1.0,374.8466156658851
2000-06-28,Australia,New Zealand,AFC,OFC,1861.8496832766896,1719.7030843522775,Papeete,Tahiti,1,4,2.0,0.0,142.14659892441205
2000-06-28,France,Portugal,UEFA,UEFA,2068.7232747076355,1965.8427057272247,Brussels,Belgium,1,4,2.0,1.0,102.88056898041077
2000-06-29,Chile,Paraguay,Unknown,CONMEBOL,1690.280079303135,1787.98483367311,Santiago,Chile,0,3,3.0,1.0,-97.70475436997503
2000-06-29,Colombia,Argentina,CONMEBOL,CONMEBOL,1754.9747903801003,1927.3823335137456,Bogotá,Colombia,0,3,1.0,3.0,-172.40754313364528
2000-06-29,Ecuador,Peru,CONMEBOL,Unknown,1653.639694735775,1723.061757000616,Quito,Ecuador,0,3,2.0,1.0,-69.42206226484086
2000-06-29,Netherlands,Italy,UEFA,Unknown,2014.3492389699015,1990.5522258813864,Amsterdam,Netherlands,0,4,0.0,0.0,23.797013088515087
2000-06-30,Chad,Libya,Unknown,Unknown,1447.653007713928,1498.8429558839002,N'Djamena,Chad,0,3,3.0,1.0,-51.18994816997224
2000-06-30,Djibouti,Burundi,Unknown,Unknown,1259.1555252960518,1542.2434871598732,Djibouti,Djibouti,0,3,1.0,3.0,-283.0879618638214
2000-07-01,Uganda,Malawi,Unknown,Unknown,1473.376935020717,1420.015683080181,Kampala,Uganda,0,3,3.0,1.0,53.36125194053602
2000-07-01,Tanzania,Mauritius,Unknown,Unknown,1362.2797581995503,1368.2974207535858,Dar es Salaam,Tanzania,0,3,0.0,1.0,-6.017662554035496
2000-07-01,Seychelles,Zimbabwe,Unknown,Unknown,1278.9205742182214,1587.225072424113,Victoria,Seychelles,0,3,0.0,1.0,-308.3044982058916
2000-07-01,São Tomé and Príncipe,Gabon,Unknown,Unknown,1363.495019628393,1508.6053450756044,São Tomé,São Tomé and Príncipe,0,3,1.0,1.0,-145.11032544721138
2000-07-01,Botswana,Madagascar,Unknown,Unknown,1212.754028510872,1621.1768398672125,Gaborone,Botswana,0,3,1.0,0.0,-408.4228113563404
2000-07-01,Gambia,Guinea,Unknown,Unknown,1378.661918977326,1577.5260992153944,Bakau,Gambia,0,3,2.0,2.0,-198.86418023806846
2000-07-02,Niger,Ivory Coast,Unknown,CAF,1448.6668254163633,1665.2126557072263,Niamey,Niger,0,3,0.0,1.0,-216.54583029086302
2000-07-02,Sudan,Eritrea,Unknown,Unknown,1462.2255378649984,1427.553774354243,Khartoum,Sudan,0,3,5.0,1.0,34.671763510755454
2000-07-02,Eswatini,Kenya,Unknown,Unknown,1299.1496711323175,1495.3548082515088,Mbabane,Swaziland,0,3,3.0,2.0,-196.20513711919125
2000-07-02,Rwanda,Congo,Unknown,Unknown,1420.107854118811,1575.970362866918,Kigali,Rwanda,0,3,2.0,1.0,-155.86250874810708
2000-07-02,Lesotho,Mozambique,Unknown,Unknown,1265.9675703254202,1373.5317169264697,Maseru,Lesotho,0,3,1.0,0.0,-107.56414660104952
2000-07-02,France,Italy,UEFA,Unknown,2086.529463413906,1999.1013594572487,Rotterdam,Netherlands,1,4,2.0,1.0,87.4281039566572
2000-07-02,Benin,Namibia,Unknown,Unknown,1324.763338875632,1442.0682088412327,Cotonou,Benin,0,3,2.0,0.0,-117.3048699656008
2000-07-02,Central African Republic,DR Congo,Unknown,CAF,1381.2442955772815,1576.1530235026974,Bangui,Central African Republic,0,3,1.0,1.0,-194.90872792541586
2000-07-02,Ethiopia,Zambia,Unknown,Unknown,1398.657841933334,1594.5244761806125,Addis Ababa,Ethiopia,0,3,1.0,0.0,-195.8666342472784
2000-07-02,Equatorial Guinea,Angola,Unknown,Unknown,1303.9031249502134,1595.40541503112,Malabo,Equatorial Guinea,0,3,0.0,1.0,-291.5022900809065
2000-07-08,Tunisia,Madagascar,CAF,Unknown,1698.3762836327164,1586.97160169256,Tunis,Tunisia,0,3,1.0,0.0,111.40468194015648
2000-07-08,Zambia,Togo,Unknown,Unknown,1569.1418631264285,1529.224410216991,Lusaka,Zambia,0,3,2.0,0.0,39.91745290943754
2000-07-09,Cameroon,Angola,Unknown,Unknown,1796.6454773706218,1603.6998662821936,Yaoundé,Cameroon,0,3,3.0,0.0,192.94561108842822
2000-07-09,DR Congo,Congo,CAF,Unknown,1570.821595847052,1552.782085465465,Kinshasa,DR Congo,0,3,2.0,0.0,18.039510381587206
2000-07-09,Ghana,Sierra Leone,CAF,Unknown,1587.0401025480558,1491.639984042568,Accra,Ghana,0,3,5.0,0.0,95.40011850548785
2000-07-09,Liberia,Nigeria,Unknown,Unknown,1483.027847338543,1772.0471537503695,Paynesville,Liberia,0,3,2.0,1.0,-289.0193064118264
2000-07-09,Morocco,Algeria,CAF,CAF,1762.755937314318,1654.2714258331937,Fez,Morocco,0,3,2.0,1.0,108.4845114811244
2000-07-09,Senegal,Egypt,CAF,CAF,1571.871017473408,1733.272046454571,Dakar,Senegal,0,3,0.0,0.0,-161.40102898116288
2000-07-09,Zimbabwe,South Africa,Unknown,CAF,1596.4905076131747,1705.820151911508,Harare,Zimbabwe,0,3,0.0,2.0,-109.32964429833328
2000-07-14,Libya,Chad,Unknown,Unknown,1473.030044579019,1473.4659190188092,Tripoli,Libya,0,3,3.0,1.0,-0.4358744397902683
2000-07-15,Burundi,Djibouti,Unknown,Unknown,1557.7516521660068,1243.6473602899182,Bujumbura,Burundi,0,3,1.0,0.0,314.1042918760886
2000-07-15,Zambia,Ethiopia,Unknown,Unknown,1587.6737795487843,1424.040454987518,Lusaka,Zambia,0,3,2.0,0.0,163.63332456126636
2000-07-15,Namibia,Benin,Unknown,Unknown,1423.1598980927977,1356.2563270742023,Windhoek,Namibia,0,3,8.0,2.0,66.90357101859536
2000-07-15,Malawi,Uganda,Unknown,Unknown,1389.875360109431,1478.1763336087022,Blantyre,Malawi,0,3,1.0,2.0,-88.3009734992711
2000-07-15,Eritrea,Sudan,Unknown,Unknown,1403.9026597600694,1485.876652459172,Asmara,Eritrea,0,3,2.0,1.0,-81.97399269910261
2000-07-15,Kenya,Eswatini,Unknown,Unknown,1469.9541255308234,1324.550353853003,Nairobi,Kenya,0,3,3.0,0.0,145.4037716778205
2000-07-15,Gabon,São Tomé and Príncipe,Unknown,Unknown,1506.0230802369097,1366.0772844670878,Libreville,Gabon,0,3,4.0,1.0,139.94579576982187
2000-07-15,Madagascar,Botswana,Unknown,Unknown,1577.8326079857893,1246.9592666855244,Antananarivo,Madagascar,0,3,2.0,0.0,330.8733413002649
2000-07-16,Panama,Mexico,CONCACAF,CONCACAF,1471.6928366040895,1856.9607354013533,Panama City,Panama,0,3,0.0,1.0,-385.2678987972638
2000-07-16,Zimbabwe,Seychelles,Unknown,Unknown,1567.295900284793,1269.6551390291595,Bulawayo,Zimbabwe,0,3,5.0,0.0,297.6407612556336
2000-07-16,Mozambique,Lesotho,Unknown,Unknown,1353.0963584296996,1286.40292882219,Maputo,Mozambique,0,3,1.0,0.0,66.69342960750964
2000-07-16,Mauritius,Tanzania,Unknown,Unknown,1393.579275424334,1336.997903528802,Curepipe,Mauritius,0,3,3.0,2.0,56.5813718955319
2000-07-16,Ivory Coast,Niger,CAF,Unknown,1678.744543570794,1435.1349375527957,Abidjan,Ivory Coast,0,3,6.0,0.0,243.6096060179982
2000-07-16,Guinea,Gambia,Unknown,Unknown,1571.9838064869691,1384.204211705751,Conakry,Guinea,0,3,2.0,0.0,187.77959478121807
2000-07-16,Guatemala,United States,Unknown,CONCACAF,1580.7161666425927,1833.624740445333,Mazatenango,Guatemala,0,3,1.0,1.0,-252.9085738027402
2000-07-16,El Salvador,Honduras,Unknown,Unknown,1510.198748683881,1730.814120464313,San Salvador,El Salvador,0,3,2.0,5.0,-220.61537178043204
2000-07-16,Canada,Trinidad and Tobago,CONCACAF,Unknown,1753.3815078053922,1650.8636715220928,Edmonton,Canada,0,3,0.0,2.0,102.5178362832994
2000-07-16,Barbados,Costa Rica,Unknown,Unknown,1493.7391858182268,1653.1532957877148,Bridgetown,Barbados,0,3,2.0,1.0,-159.41410996948798
2000-07-16,Angola,Equatorial Guinea,Unknown,Unknown,1592.7617344767357,1293.931324689708,Luanda,Angola,0,3,4.0,1.0,298.83040978702775
2000-07-16,Saint Vincent and the Grenadines,Jamaica,Unknown,Unknown,1511.9875298783977,1593.279414659927,Kingstown,Saint Vincent and the Grenadines,0,3,0.0,1.0,-81.29188478152923
2000-07-16,DR Congo,Central African Republic,CAF,Unknown,1591.0041036071018,1386.5757232329272,Kinshasa,DR Congo,0,3,2.0,0.0,204.4283803741746
2000-07-16,Congo,Rwanda,Unknown,Unknown,1532.599577705415,1456.0523784528923,Pointe-Noire,Congo,0,3,5.0,1.0,76.54719925252266
2000-07-18,Uruguay,Venezuela,CONMEBOL,Unknown,1732.836129043627,1377.4117556477793,Montevideo,Uruguay,0,3,3.0,1.0,355.4243733958476
2000-07-18,Paraguay,Brazil,CONMEBOL,CONMEBOL,1758.1830182289948,2072.565058232035,Asunción,Paraguay,0,3,2.0,1.0,-314.3820400030402
2000-07-19,Peru,Colombia,Unknown,CONMEBOL,1704.817433873412,1731.1379889637487,Lima,Peru,0,3,0.0,1.0,-26.32055509033671
2000-07-19,Bolivia,Chile,Unknown,Unknown,1559.7105631847635,1720.08189474725,La Paz,Bolivia,0,3,1.0,0.0,-160.3713315624866
2000-07-19,Argentina,Ecuador,CONMEBOL,CONMEBOL,1951.219134930097,1671.884017862979,Buenos Aires,Argentina,0,3,2.0,0.0,279.33511706711806
2000-07-22,Guatemala,Barbados,Unknown,Unknown,1588.9908168722322,1517.1263831785488,Quetzaltenango,Guatemala,0,3,2.0,0.0,71.8644336936834
2000-07-23,El Salvador,Saint Vincent and the Grenadines,Unknown,Unknown,1486.883622872313,1490.9116438129784,San Salvador,El Salvador,0,3,7.0,1.0,-4.0280209406653285
2000-07-23,Costa Rica,United States,Unknown,CONCACAF,1629.7660984273928,1825.3500902156936,San José,Costa Rica,0,3,2.0,1.0,-195.58399178830086
2000-07-23,Jamaica,Honduras,Unknown,Unknown,1614.3553007253463,1754.1292462758809,Kingston,Jamaica,0,3,3.0,1.0,-139.77394555053456
2000-07-23,Lesotho,Angola,Unknown,Unknown,1275.324313036506,1599.1644277853277,Maseru,Lesotho,0,2,2.0,1.0,-323.84011474882163
2000-07-23,Panama,Canada,CONCACAF,CONCACAF,1465.2058408388814,1707.6385554472197,Panama City,Panama,0,3,0.0,0.0,-242.4327146083383
2000-07-23,Trinidad and Tobago,Mexico,Unknown,CONCACAF,1696.6066238802653,1863.4477311665617,Port of Spain,Trinidad and Tobago,0,3,1.0,0.0,-166.8411072862964
2000-07-25,Ecuador,Colombia,CONMEBOL,CONMEBOL,1665.8101985285184,1755.3168614107915,Quito,Ecuador,0,3,0.0,0.0,-89.50666288227308
2000-07-25,Venezuela,Chile,Unknown,Unknown,1373.3462132230277,1696.6412008604254,San Cristóbal,Venezuela,0,3,0.0,2.0,-323.29498763739775
2000-07-26,Uruguay,Peru,CONMEBOL,Unknown,1736.9016714683785,1680.6385614263693,Montevideo,Uruguay,0,3,0.0,0.0,56.2631100420092
2000-07-26,Brazil,Argentina,CONMEBOL,CONMEBOL,2041.583767825296,1957.2929542645577,São Paulo,Brazil,0,3,3.0,1.0,84.29081356073834
2000-07-27,Bolivia,Paraguay,Unknown,CONMEBOL,1583.151257071588,1789.1643086357335,La Paz,Bolivia,0,3,0.0,0.0,-206.0130515641456
2000-07-29,South Africa,Zimbabwe,CAF,Unknown,1735.0147592398894,1574.658918685571,Port Elizabeth,South Africa,0,2,0.0,1.0,160.35584055431832
2000-08-13,Lesotho,Zimbabwe,Unknown,Unknown,1298.841247381118,1599.1804623482917,Maseru,Lesotho,0,2,0.0,3.0,-300.3392149671738
2000-08-13,Malaysia,New Zealand,Unknown,OFC,1363.2188514369332,1696.7431244520694,Kuala Lumpur,Malaysia,0,1,0.0,0.0,-333.52427301513626
2000-08-15,Chile,Brazil,Unknown,CONMEBOL,1709.6392556391015,2057.012439659949,Santiago,Chile,0,3,3.0,0.0,-347.3731840208475
2000-08-15,Colombia,Uruguay,CONMEBOL,CONMEBOL,1755.9207228532216,1728.4676145995045,Bogotá,Colombia,0,3,1.0,0.0,27.45310825371712
2000-08-15,Costa Rica,Guatemala,Unknown,Unknown,1621.136885648003,1605.253468686829,Alajuela,Costa Rica,0,3,2.0,1.0,15.883416961174134
2000-08-15,Malaysia,Oman,Unknown,Unknown,1369.0826891091674,1445.9529574839917,Kuala Lumpur,Malaysia,0,1,2.0,0.0,-76.87026837482426
2000-08-15,Mexico,Canada,CONCACAF,CONCACAF,1839.6468250638088,1699.8698778091182,Mexico City,Mexico,0,3,2.0,0.0,139.77694725469064
2000-08-16,Peru,Venezuela,Unknown,Unknown,1689.0726182952433,1394.344889240959,Lima,Peru,0,3,1.0,0.0,294.7277290542843
2000-08-16,Trinidad and Tobago,Panama,Unknown,CONCACAF,1712.545914257399,1475.568513808749,Port of Spain,Trinidad and Tobago,0,3,6.0,0.0,236.9774004486501
2000-08-16,United States,Barbados,CONCACAF,Unknown,1799.9825721984755,1500.8637313639524,Foxborough,United States,0,3,7.0,0.0,299.1188408345231
2000-08-16,Jamaica,El Salvador,Unknown,Unknown,1647.774734658616,1508.0512387292936,Kingston,Jamaica,0,3,1.0,0.0,139.72349592932233
2000-08-16,Ecuador,Bolivia,CONMEBOL,Unknown,1662.6123417543222,1589.0712630908754,Quito,Ecuador,0,3,2.0,0.0,73.5410786634468
2000-08-16,Iceland,Sweden,Unknown,UEFA,1597.182776690454,1828.9653887505976,Reykjavík,Iceland,0,2,2.0,1.0,-231.78261206014372
2000-08-16,Honduras,Saint Vincent and the Grenadines,Unknown,Unknown,1720.7098123426113,1459.8616484934043,Tegucigalpa,Honduras,0,3,6.0,0.0,260.8481638492069
2000-08-16,Argentina,Paraguay,CONMEBOL,CONMEBOL,1941.8642824299045,1783.2443026164465,Buenos Aires,Argentina,0,3,1.0,1.0,158.61997981345803
2000-08-16,Estonia,Andorra,Unknown,Unknown,1352.7333487181925,1277.4233147962166,Tallinn,Estonia,0,3,1.0,0.0,75.3100339219759
2000-08-16,Faroe Islands,Denmark,Unknown,Unknown,1206.8778186360869,1781.978589917323,Tórshavn,Faroe Islands,0,2,0.0,2.0,-575.1007712812361
2000-08-16,Finland,Norway,Unknown,UEFA,1560.6442936349686,1862.3186942586017,Helsinki,Finland,0,2,3.0,1.0,-301.6744006236331
2000-08-17,New Zealand,Oman,OFC,Unknown,1690.8792867798352,1431.950075653264,Kuala Lumpur,Malaysia,1,1,1.0,0.0,258.9292111265711
2000-08-19,Malaysia,New Zealand,Unknown,OFC,1383.085570939895,1694.5561715424185,Kuala Lumpur,Malaysia,0,1,0.0,2.0,-311.4706006025235
2000-08-20,Sierra Leone,Togo,Unknown,Unknown,1472.030422388449,1510.692493794635,Freetown,Sierra Leone,0,3,2.0,0.0,-38.66207140618599
2000-08-27,Zimbabwe,Lesotho,Unknown,Unknown,1611.7750458594776,1286.246663869932,Bulawayo,Zimbabwe,0,2,3.0,0.0,325.52838198954555
2000-09-02,Zambia,Madagascar,Unknown,Unknown,1598.4627323953966,1582.4676297748072,Lusaka,Zambia,0,3,1.0,2.0,15.995102620589478
2000-09-02,Ukraine,Poland,Unknown,Unknown,1695.890140135948,1700.2336816337158,Kyiv,Ukraine,0,3,1.0,3.0,-4.343541497767774
2000-09-02,Switzerland,Russia,UEFA,Unknown,1704.649745207715,1781.136895908665,Zürich,Switzerland,0,3,0.0,1.0,-76.48715070095022
2000-09-02,Paraguay,Venezuela,CONMEBOL,Unknown,1795.879843364758,1390.6069428150606,Asunción,Paraguay,0,3,3.0,0.0,405.2729005496974
2000-09-02,Norway,Armenia,UEFA,Unknown,1828.0511100031629,1436.1872606590543,Oslo,Norway,0,3,0.0,0.0,391.86384934410853
2000-09-02,Northern Ireland,Malta,Unknown,Unknown,1491.3542619683724,1181.4134088736864,Belfast,Northern Ireland,0,3,1.0,0.0,309.94085309468596
2000-09-02,Nigeria,Namibia,Unknown,Unknown,1742.1263341721265,1446.6813715056012,Lagos,Nigeria,0,3,4.0,0.0,295.44496266652527
2000-09-02,Netherlands,Republic of Ireland,UEFA,Unknown,2005.800105394039,1733.8617214427604,Amsterdam,Netherlands,0,3,2.0,2.0,271.93838395127864
2000-09-02,Iceland,Denmark,Unknown,Unknown,1617.614278781694,1784.721120965046,Reykjavík,Iceland,0,3,1.0,2.0,-167.106842183352
2000-09-02,Honduras,El Salvador,Unknown,Unknown,1739.250837476843,1500.010617724547,San Pedro Sula,Honduras,0,3,5.0,0.0,239.24021975229584
2000-09-02,Germany,Greece,UEFA,Unknown,1825.4030957007544,1741.5888995097794,Hamburg,Germany,0,3,2.0,0.0,83.81419619097505
2000-09-02,Turkey,Moldova,UEFA,Unknown,1712.9984988062276,1414.4089840359404,Istanbul,Turkey,0,3,2.0,0.0,298.5895147702872
2000-09-02,Andorra,Cyprus,Unknown,Unknown,1266.7375883612194,1501.1944767824714,Sant Julià de Lòria,Andorra,0,3,2.0,3.0,-234.45688842125196
2000-09-02,Azerbaijan,Sweden,Unknown,UEFA,1290.8531881004226,1808.5338866593577,Baku,Azerbaijan,0,3,0.0,1.0,-517.6806985589351
2000-09-02,Belarus,Wales,Unknown,Unknown,1386.9624989727013,1530.6914354007629,Minsk,Belarus,0,3,2.0,1.0,-143.72893642806162
2000-09-02,Belgium,Croatia,UEFA,UEFA,1748.639142630967,1866.0829255403537,Brussels,Belgium,0,3,0.0,0.0,-117.44378290938675
2000-09-02,Bosnia and Herzegovina,Spain,UEFA,UEFA,1538.8398953265823,1929.8502348921563,Sarajevo,Bosnia and Herzegovina,0,3,1.0,2.0,-391.010339565574
2000-09-02,Gabon,Morocco,Unknown,CAF,1520.07978581125,1772.0139973282826,Libreville,Gabon,0,3,2.0,0.0,-251.9342115170325
2000-09-02,Chile,Colombia,Unknown,CONMEBOL,1766.0567263034095,1768.896238897595,Santiago,Chile,0,3,0.0,1.0,-2.8395125941854076
2000-09-02,Egypt,Ivory Coast,CAF,CAF,1732.1739582036,1689.0749993998486,Alexandria,Egypt,0,3,1.0,0.0,43.09895880375143
2000-09-02,Finland,Albania,Unknown,Unknown,1594.9118778904071,1425.0019242517913,Helsinki,Finland,0,3,2.0,1.0,169.9099536386159
2000-09-02,Bulgaria,Czech Republic,Unknown,UEFA,1633.547143814472,1876.7471816154125,Sofia,Bulgaria,0,3,0.0,1.0,-243.20003780094044
2000-09-03,Liberia,Mauritius,Unknown,Unknown,1512.948666916786,1405.1301617679965,Monrovia,Liberia,0,3,4.0,0.0,107.81850514878943
2000-09-03,Luxembourg,Serbia,Unknown,Unknown,1128.2917974150075,1838.146372689196,Luxembourg,Luxembourg,0,3,0.0,2.0,-709.8545752741884
2000-09-03,Mexico,Panama,CONCACAF,CONCACAF,1851.704791784506,1464.88655813251,Mexico City,Mexico,0,3,7.0,1.0,386.818233651996
2000-09-03,Peru,Argentina,Unknown,CONMEBOL,1692.8105647211416,1929.2287416815927,Lima,Peru,0,3,1.0,2.0,-236.4181769604511
2000-09-03,Romania,Lithuania,Unknown,Unknown,1811.091457331024,1452.4966417264848,Bucharest,Romania,0,3,1.0,0.0,358.59481560453924
2000-09-03,Togo,Sierra Leone,Unknown,Unknown,1485.9344882105152,1496.788427972569,Lomé,Togo,0,3,2.0,0.0,-10.85393976205387
2000-09-03,Trinidad and Tobago,Canada,Unknown,CONCACAF,1723.2278699336384,1687.8119110884209,Port of Spain,Trinidad and Tobago,0,3,4.0,0.0,35.415958845217574
2000-09-03,Uruguay,Ecuador,CONMEBOL,CONMEBOL,1715.4920985551312,1678.7608300438717,Montevideo,Uruguay,0,3,4.0,0.0,36.731268511259486
2000-09-03,Lesotho,Ghana,Unknown,CAF,1282.0743670186007,1606.6496642021748,Maseru,Lesotho,0,3,3.0,3.0,-324.5752971835741
2000-09-03,Zimbabwe,DR Congo,Unknown,CAF,1615.947342710809,1599.8685568393776,Harare,Zimbabwe,0,3,3.0,2.0,16.078785871431364
2000-09-03,Slovakia,North Macedonia,Unknown,Unknown,1662.9391048234577,1506.8433283372106,Bratislava,Slovakia,0,3,2.0,0.0,156.09577648624713
2000-09-03,United States,Guatemala,CONCACAF,Unknown,1808.202197046954,1591.6874164493304,"Washington, D.C.",United States,0,3,1.0,0.0,216.5147805976237
2000-09-03,Kenya,Tunisia,Unknown,CAF,1481.2610942740505,1707.515277339487,Nairobi,Kenya,0,3,0.0,0.0,-226.25418306543656
2000-09-03,Israel,Liechtenstein,Unknown,Unknown,1630.5419517101743,1171.015429436988,Ramat Gan,Israel,0,3,2.0,0.0,459.5265222731864
2000-09-03,Latvia,Scotland,Unknown,UEFA,1434.711360744327,1723.487447861071,Riga,Latvia,0,3,0.0,1.0,-288.77608711674384
2000-09-03,Algeria,Burkina Faso,CAF,Unknown,1645.013365819229,1504.8388548790945,Algiers,Algeria,0,3,1.0,1.0,140.1745109401345
2000-09-03,Brazil,Bolivia,CONMEBOL,Unknown,2000.594968995641,1572.922774801326,Rio de Janeiro,Brazil,0,3,5.0,0.0,427.6721941943149
2000-09-03,Burundi,Angola,Unknown,Unknown,1561.128382541934,1575.6474934407156,Bujumbura,Burundi,0,3,0.0,0.0,-14.519110898781719
2000-09-03,Jamaica,Saint Vincent and the Grenadines,Unknown,Unknown,1665.015213414857,1450.398445506371,Kingston,Jamaica,0,3,2.0,0.0,214.61676790848605
2000-09-03,Congo,South Africa,Unknown,CAF,1552.5309181444652,1710.4932155771687,Pointe-Noire,Congo,0,3,1.0,2.0,-157.9622974327035
2000-09-03,Costa Rica,Barbados,Unknown,Unknown,1634.7029378855011,1492.6441065154738,San José,Costa Rica,0,3,3.0,0.0,142.0588313700273
2000-09-03,Estonia,Portugal,Unknown,UEFA,1363.4190751531896,1949.222795806344,Tallinn,Estonia,0,3,1.0,3.0,-585.8037206531544
2000-09-03,Faroe Islands,Slovenia,Unknown,Unknown,1204.1352875883638,1641.9655299209094,Toftir,Faroe Islands,0,3,2.0,2.0,-437.8302423325456
2000-09-03,Hungary,Italy,Unknown,Unknown,1586.1108549492744,1980.262811459516,Budapest,Hungary,0,3,2.0,2.0,-394.15195651024146
2000-09-10,Libya,Sudan,Unknown,Unknown,1494.6608397540742,1466.9133827784476,Tripoli,Libya,0,3,1.0,0.0,27.74745697562662
2000-09-24,Senegal,Togo,CAF,Unknown,1575.369201754093,1508.4015866824263,Dakar,Senegal,0,3,0.0,0.0,66.96761507166661
2000-10-04,Australia,Kuwait,AFC,Unknown,1884.809643176898,1736.6925458612068,Dubai,United Arab Emirates,1,1,1.0,0.0,148.11709731569113
2000-10-04,United Arab Emirates,South Korea,Unknown,AFC,1612.41553475647,1781.9971879827392,Dubai,United Arab Emirates,0,1,1.0,1.0,-169.58165322626928
2000-10-06,North Macedonia,Azerbaijan,Unknown,Unknown,1495.6650765995753,1287.53956522448,Skopje,North Macedonia,0,3,3.0,0.0,208.12551137509536
2000-10-07,Moldova,Slovakia,Unknown,Unknown,1408.9140431110632,1674.1173565610927,Chișinău,Moldova,0,3,0.0,1.0,-265.20331345002955
2000-10-07,Northern Ireland,Denmark,Unknown,Unknown,1494.8058312968194,1800.9054725602932,Belfast,Northern Ireland,0,3,1.0,1.0,-306.0996412634738
2000-10-07,Poland,Belarus,Unknown,Unknown,1738.290764929083,1409.466530520962,Łódź,Poland,0,3,3.0,1.0,328.82423440812113
2000-10-07,Portugal,Republic of Ireland,UEFA,Unknown,1952.673576143528,1749.654898022403,Lisbon,Portugal,0,3,1.0,1.0,203.01867812112505
2000-10-07,San Marino,Scotland,Unknown,UEFA,1111.2584146447111,1733.5771877790662,Serravalle,San Marino,0,3,0.0,2.0,-622.3187731343551
2000-10-07,United Arab Emirates,Kuwait,Unknown,Unknown,1614.3919027857246,1730.7149192456088,Dubai,United Arab Emirates,0,1,1.0,0.0,-116.32301645988423
2000-10-07,Spain,Israel,UEFA,Unknown,1936.159571692666,1632.8451709325846,Madrid,Spain,0,3,2.0,0.0,303.3144007600815
2000-10-07,Sweden,Turkey,UEFA,UEFA,1811.8475095353003,1718.493439731105,Gothenburg,Sweden,0,3,1.0,1.0,93.35406980419543
2000-10-07,Switzerland,Faroe Islands,UEFA,Unknown,1683.2982993612306,1219.130022311219,Zürich,Switzerland,0,3,5.0,1.0,464.16827705001174
2000-10-07,Tunisia,Gabon,CAF,Unknown,1700.5513685755122,1562.4219485998549,Tunis,Tunisia,0,3,4.0,2.0,138.12941997565736
2000-10-07,Madagascar,Nigeria,Unknown,Unknown,1608.907340737524,1749.1087950114163,Antananarivo,Madagascar,0,3,0.0,0.0,-140.2014542738923
2000-10-07,Wales,Norway,Unknown,UEFA,1508.1874038525018,1810.277149658396,Cardiff,Wales,0,3,1.0,1.0,-302.08974580589415
2000-10-07,Luxembourg,Slovenia,Unknown,Unknown,1126.551078365723,1626.9707951980542,Luxembourg,Luxembourg,0,3,1.0,2.0,-500.41971683233123
