date,home_team,away_team,home_confederation,away_confederation,home_elo_pre,away_elo_pre,city,country,neutral,tournament_weight,home_score,away_score,elo_diff
2011-07-23,Saudi Arabia,Hong Kong,AFC,Unknown,1639.2421758884057,1340.180438995267,Dammam,Saudi Arabia,0,3,3.0,0.0,299.0617368931387
2011-07-23,Qatar,Vietnam,AFC,Unknown,1605.221162527698,1391.9432257702238,Doha,Qatar,0,3,3.0,0.0,213.2779367574742
2011-07-23,Uzbekistan,Kyrgyzstan,AFC,Unknown,1638.2347717511443,1297.8955982459852,Tashkent,Uzbekistan,0,3,4.0,0.0,340.3391735051591
2011-07-23,Oman,Myanmar,Unknown,Unknown,1625.3468034175069,1239.625425524923,Muscat,Oman,0,3,2.0,0.0,385.72137789258386
2011-07-23,Kuwait,Philippines,Unknown,Unknown,1660.353167321371,1237.2072880615494,Hawalli,Kuwait,0,3,3.0,0.0,423.14587925982164
2011-07-23,Jordan,Nepal,AFC,Unknown,1605.038408741182,1207.8474567228852,Amman,Jordan,0,3,9.0,0.0,397.1909520182967
2011-07-23,Iraq,Yemen,AFC,Unknown,1626.9215239847283,1414.358830144641,Erbil,Iraq,0,3,2.0,0.0,212.56269384008738
2011-07-23,Iran,Maldives,AFC,Unknown,1821.8373514978064,1313.5817398934523,Tehran,Iran,0,3,4.0,0.0,508.25561160435404
2011-07-23,China PR,Laos,Unknown,Unknown,1731.92905192034,1093.543816135888,Kunming,China PR,0,3,7.0,2.0,638.3852357844521
2011-07-23,Peru,Venezuela,Unknown,Unknown,1762.2015379013392,1854.27673648964,La Plata,Argentina,1,4,4.0,1.0,-92.07519858830074
2011-07-23,Lebanon,Bangladesh,Unknown,Unknown,1325.9615150012876,1180.4186551328278,Beirut,Lebanon,0,3,4.0,0.0,145.5428598684598
2011-07-24,Uruguay,Paraguay,CONMEBOL,CONMEBOL,1960.5072776045351,1863.599849281388,Buenos Aires,Argentina,1,4,3.0,0.0,96.90742832314709
2011-07-28,Yemen,Iraq,Unknown,AFC,1405.842327141116,1635.4380269882531,Al Ain,United Arab Emirates,1,3,0.0,0.0,-229.5956998471372
2011-07-28,Vietnam,Qatar,Unknown,AFC,1382.0423560622892,1615.1220322356326,Hanoi,Vietnam,0,3,2.0,1.0,-233.0796761733434
2011-07-28,Tajikistan,Syria,Unknown,Unknown,1505.2230933428243,1588.9054611585182,Tursunzoda,Tajikistan,0,3,3.0,0.0,-83.68236781569385
2011-07-28,Philippines,Kuwait,Unknown,Unknown,1233.9235608087947,1663.6368945741258,Manila,Philippines,0,3,1.0,2.0,-429.7133337653311
2011-07-28,Palestine,Thailand,Unknown,Unknown,1365.5210930957633,1527.4819820354626,Al-Ram,Palestine,0,3,2.0,2.0,-161.96088893969932
2011-07-28,Nepal,Jordan,Unknown,AFC,1202.4413369830231,1610.4445284810438,Kathmandu,Nepal,0,3,1.0,1.0,-408.00319149802067
2011-07-28,Malaysia,Singapore,Unknown,Unknown,1351.1170372655654,1469.300685130999,Kuala Lumpur,Malaysia,0,3,1.0,1.0,-118.18364786543361
2011-07-28,Maldives,Iran,Unknown,AFC,1311.386309806461,1824.0327815847984,Malé,Maldives,0,3,0.0,1.0,-512.6464717783374
2011-07-28,Kyrgyzstan,Uzbekistan,Unknown,AFC,1292.3865059211562,1643.7438640759733,Bishkek,Kyrgyzstan,0,3,0.0,3.0,-351.3573581548171
2011-07-28,Indonesia,Turkmenistan,Unknown,Unknown,1442.657010097093,1462.518179446521,Jakarta,Indonesia,0,3,4.0,3.0,-19.861169349427882
2011-07-28,India,United Arab Emirates,Unknown,Unknown,1354.1681959188004,1565.9409318973287,New Delhi,India,0,3,2.0,2.0,-211.77273597852832
2011-07-28,Hong Kong,Saudi Arabia,Unknown,AFC,1333.7854876185218,1645.6371272651509,Siu Sai Wan,Hong Kong,0,3,0.0,5.0,-311.8516396466291
2011-07-28,Myanmar,Oman,Unknown,Unknown,1236.1731032569114,1628.7991256855184,Yangon,Myanmar,0,3,0.0,2.0,-392.62602242860703
2011-07-28,Bangladesh,Lebanon,Unknown,Unknown,1165.7419680460252,1340.63820208809,Dhaka,Bangladesh,0,3,2.0,0.0,-174.89623404206486
2011-07-28,Laos,China PR,Unknown,Unknown,1092.4192661598042,1733.0536018964235,Vientiane,Laos,0,3,1.0,6.0,-640.6343357366193
2011-08-04,Maldives,Mauritius,Unknown,Unknown,1307.983543815803,1187.010262154046,Praslin,Seychelles,1,2,1.0,1.0,120.97328166175703
2011-08-04,Madagascar,Mayotte,Unknown,Unknown,1381.876516810176,1420.030837272751,Praslin,Seychelles,1,2,1.0,1.0,-38.15432046257479
2011-08-04,Seychelles,Comoros,Unknown,Unknown,1202.493461120014,1168.1562268159464,Praslin,Seychelles,0,2,0.0,0.0,34.33723430406758
2011-08-06,Réunion,Madagascar,Unknown,Unknown,1527.924106058333,1383.5171811929729,Mahé,Seychelles,1,2,2.0,1.0,144.40692486536022
2011-08-06,Seychelles,Mauritius,Unknown,Unknown,1196.9663843957007,1192.0317905885795,Mahé,Seychelles,0,2,2.0,1.0,4.934593807121246
2011-08-06,Comoros,Maldives,Unknown,Unknown,1173.6833035402597,1302.962015381269,Mahé,Seychelles,1,2,2.0,2.0,-129.27871184100945
2011-08-08,Mayotte,Réunion,Unknown,Unknown,1418.3901728899536,1537.0253845925115,Mahé,Seychelles,1,2,2.0,0.0,-118.63521170255785
2011-08-09,Mauritius,Comoros,Unknown,Unknown,1181.429274884086,1179.02063341448,Praslin,Seychelles,1,2,2.0,0.0,2.408641469605982
2011-08-09,Seychelles,Maldives,Unknown,Unknown,1207.5689001001945,1297.624685507049,Mahé,Seychelles,0,2,5.0,1.0,-90.05578540685451
2011-08-10,Northern Ireland,Faroe Islands,Unknown,Unknown,1544.2946338350898,1249.3820785961082,Belfast,Northern Ireland,0,3,4.0,0.0,294.91255523898167
2011-08-11,Seychelles,Réunion,Unknown,Unknown,1234.8891331157397,1507.127838405387,Mahé,Seychelles,0,2,2.0,1.0,-272.2387052896472
2011-08-11,Mayotte,Mauritius,Unknown,Unknown,1448.2877190770785,1203.7732932658455,Mahé,Seychelles,1,2,0.0,0.0,244.51442581123297
2011-08-13,Seychelles,Mauritius,Unknown,Unknown,1256.7705713257828,1212.8746140526089,Mahé,Seychelles,0,2,1.0,1.0,43.89595727317396
2011-08-13,Réunion,Mayotte,Unknown,Unknown,1485.2464001953435,1439.1863982903153,Mahé,Seychelles,1,2,1.0,0.0,46.06000190502823
2011-08-27,Fiji,Tahiti,Unknown,Unknown,1625.6400292898586,1517.5115534872966,Boulari,New Caledonia,1,2,3.0,0.0,108.12847580256198
2011-08-27,New Caledonia,Vanuatu,Unknown,Unknown,1593.392301419436,1577.701346751221,Nouméa,New Caledonia,0,2,5.0,0.0,15.690954668215
2011-08-27,Papua New Guinea,Cook Islands,Unknown,Unknown,1475.8332594204749,1246.9445865817654,Boulari,New Caledonia,1,2,4.0,0.0,228.88867283870945
2011-08-27,Solomon Islands,Guam,Unknown,Unknown,1603.4245824001682,1003.3038931160228,Nouméa,New Caledonia,1,2,7.0,0.0,600.1206892841454
2011-08-27,Tuvalu,American Samoa,Unknown,Unknown,1350.6214443932254,1041.3871641395674,Nouméa,New Caledonia,1,2,4.0,0.0,309.23428025365797
2011-08-30,New Caledonia,Guam,Unknown,Unknown,1613.7562811213406,1001.2361795683984,Nouméa,New Caledonia,0,2,9.0,0.0,612.5201015529423
2011-08-30,Tahiti,Cook Islands,Unknown,Unknown,1499.177121606894,1235.063479494666,Boulari,New Caledonia,1,2,7.0,0.0,264.11364211222804
2011-08-30,American Samoa,Solomon Islands,Unknown,Unknown,1033.2707769053643,1605.4922959477926,Nouméa,New Caledonia,1,2,0.0,4.0,-572.2215190424283
2011-08-30,Fiji,Kiribati,Unknown,Unknown,1643.9744611702613,1310.210312276553,Boulari,New Caledonia,1,2,9.0,0.0,333.76414889370835
2011-08-30,Vanuatu,Tuvalu,Unknown,Unknown,1557.3373670493163,1358.7378316274285,Nouméa,New Caledonia,1,2,5.0,1.0,198.59953542188782
2011-09-01,Vanuatu,Solomon Islands,Unknown,Unknown,1570.9345485823096,1607.5048405248272,Nouméa,New Caledonia,1,2,1.0,0.0,-36.57029194251754
2011-09-01,New Caledonia,Tuvalu,Unknown,Unknown,1614.9770511666736,1345.1406500944352,Nouméa,New Caledonia,0,2,8.0,0.0,269.83640107223846
2011-09-01,Tahiti,Papua New Guinea,Unknown,Unknown,1511.2871929228384,1487.714366507574,Boulari,New Caledonia,1,2,1.0,1.0,23.572826415264444
2011-09-01,American Samoa,Guam,Unknown,Unknown,1031.2582323283298,1000.0154095230656,Nouméa,New Caledonia,1,2,0.0,2.0,31.242822805264154
2011-09-01,Cook Islands,Kiribati,Unknown,Unknown,1222.9534081787217,1300.6315694506036,Boulari,New Caledonia,1,2,3.0,0.0,-77.67816127188189
2011-09-02,Japan,North Korea,AFC,Unknown,1912.6929455238835,1613.463329995506,Saitama,Japan,0,3,1.0,0.0,299.2296155283775
2011-09-02,Lithuania,Liechtenstein,Unknown,Unknown,1567.5329095931772,1252.40123208698,Kaunas,Lithuania,0,3,0.0,0.0,315.1316775061973
2011-09-02,Luxembourg,Romania,Unknown,Unknown,1126.1089921972766,1718.017599412847,Luxembourg,Luxembourg,0,3,0.0,2.0,-591.9086072155703
2011-09-02,Malta,Croatia,Unknown,UEFA,1225.2238811650952,1902.6295988064448,Attard,Malta,0,3,1.0,3.0,-677.4057176413496
2011-09-02,Netherlands,San Marino,UEFA,Unknown,2135.453555813251,991.0215798977556,Eindhoven,Netherlands,0,3,11.0,0.0,1144.4319759154955
2011-09-02,Northern Ireland,Serbia,Unknown,Unknown,1551.2965263187402,1763.534878957393,Belfast,Northern Ireland,0,3,0.0,1.0,-212.2383526386527
2011-09-02,Norway,Iceland,UEFA,Unknown,1801.943959922011,1436.871043125308,Oslo,Norway,0,3,1.0,0.0,365.0729167967029
2011-09-02,Oman,Saudi Arabia,Unknown,AFC,1644.2533858479478,1663.8788572452204,Muscat,Oman,0,3,0.0,0.0,-19.625471397272577
2011-09-02,Russia,North Macedonia,Unknown,Unknown,1819.2266954631311,1553.4974549633607,Moscow,Russia,0,3,1.0,0.0,265.7292404997704
2011-09-02,Slovenia,Estonia,Unknown,Unknown,1706.5647298060076,1470.764597499989,Ljubljana,Slovenia,0,3,1.0,2.0,235.80013230601867
2011-09-02,Saint Kitts and Nevis,Puerto Rico,Unknown,Unknown,1379.837617795466,1237.3521737503263,Basseterre,Saint Kitts and Nevis,0,3,0.0,0.0,142.48544404513973
2011-09-02,Suriname,Cayman Islands,Unknown,Unknown,1434.2017836993784,1225.2021286695406,Paramaribo,Suriname,0,3,1.0,0.0,208.99965502983787
2011-09-02,Tajikistan,Uzbekistan,Unknown,AFC,1538.5804936856327,1657.077086431309,Tursunzoda,Tajikistan,0,3,0.0,1.0,-118.49659274567625
2011-09-02,Trinidad and Tobago,Bermuda,Unknown,Unknown,1592.8992383572004,1385.3139531256877,Port of Spain,Trinidad and Tobago,0,3,1.0,0.0,207.58528523151267
2011-09-02,Turkey,Kazakhstan,UEFA,Unknown,1808.1654526996329,1382.9955666519704,Istanbul,Turkey,0,3,2.0,1.0,425.16988604766243
2011-09-02,United Arab Emirates,Kuwait,Unknown,Unknown,1571.1736109106746,1656.5886098843812,Al Ain,United Arab Emirates,0,3,2.0,3.0,-85.41499897370659
2011-09-02,Wales,Montenegro,Unknown,Unknown,1547.3422568338392,1654.9606790054586,Cardiff,Wales,0,3,2.0,1.0,-107.61842217161939
2011-09-02,Guatemala,Saint Vincent and the Grenadines,Unknown,Unknown,1547.096483300581,1431.4123537607798,Guatemala City,Guatemala,0,3,4.0,0.0,115.68412953980123
2011-09-02,Israel,Greece,Unknown,Unknown,1709.3094292691296,1776.823751248288,Jaffa,Israel,0,3,0.0,1.0,-67.51432197915847
2011-09-02,Republic of Ireland,Slovakia,Unknown,Unknown,1808.1096088855663,1669.4636387651344,Dublin,Republic of Ireland,0,3,0.0,0.0,138.6459701204319
2011-09-02,South Korea,Lebanon,AFC,Unknown,1871.4790668214089,1298.3170376629662,Goyang,South Korea,0,3,6.0,0.0,573.1620291584427
2011-09-02,Iran,Indonesia,AFC,Unknown,1827.435547575456,1462.7174703291755,Tehran,Iran,0,3,3.0,0.0,364.7180772462805
2011-09-02,Albania,France,Unknown,UEFA,1535.8764326089718,1866.615626451115,Tirana,Albania,0,3,1.0,2.0,-330.7391938421433
2011-09-02,Andorra,Armenia,Unknown,Unknown,1075.8796528107146,1455.738610075923,Sant Julià de Lòria,Andorra,0,3,0.0,3.0,-379.85895726520835
2011-09-02,Antigua and Barbuda,Curaçao,Unknown,CONCACAF,1413.3942522408695,1275.9868885721896,St. John's,Antigua and Barbuda,0,3,5.0,2.0,137.40736366867986
2011-09-02,Australia,Thailand,AFC,Unknown,1889.610400102234,1519.7489259031306,Brisbane,Australia,0,3,2.0,1.0,369.86147419910344
2011-09-02,Azerbaijan,Belgium,Unknown,UEFA,1424.166698446961,1686.7250498369206,Baku,Azerbaijan,0,3,1.0,1.0,-262.5583513899596
2011-09-02,Bahrain,Qatar,Unknown,AFC,1578.6909797996657,1564.5412829792303,Riffa,Bahrain,0,3,0.0,0.0,14.149696820435338
2011-09-02,Belarus,Bosnia and Herzegovina,Unknown,UEFA,1660.1843583520806,1654.1872218740814,Minsk,Belarus,0,3,0.0,2.0,5.99713647799922
2011-09-02,Iraq,Jordan,AFC,AFC,1635.679996970095,1600.0890960135282,Erbil,Iraq,0,3,0.0,2.0,35.590900956566884
2011-09-02,Canada,Saint Lucia,CONCACAF,Unknown,1682.0868847452075,1243.4290951659357,Toronto,Canada,0,3,4.0,1.0,438.6577895792718
2011-09-02,China PR,Singapore,Unknown,Unknown,1744.2602294407925,1472.4585434029193,Kunming,China PR,0,3,2.0,1.0,271.8016860378732
2011-09-02,Cyprus,Portugal,Unknown,UEFA,1533.8117269688985,1928.1049739506025,Nicosia,Cyprus,0,3,0.0,4.0,-394.293246981704
2011-09-02,Bulgaria,England,Unknown,UEFA,1694.0758526170907,1941.4760255813496,Sofia,Bulgaria,0,3,0.0,3.0,-247.4001729642589
2011-09-02,El Salvador,Dominican Republic,Unknown,Unknown,1643.9461808893918,1321.4862276802462,San Salvador,El Salvador,0,3,3.0,2.0,322.4599532091456
2011-09-02,Faroe Islands,Italy,Unknown,Unknown,1242.3801861124575,1911.124510256972,Tórshavn,Faroe Islands,0,3,0.0,1.0,-668.7443241445144
2011-09-02,Finland,Moldova,Unknown,Unknown,1619.3549776672085,1458.70164769707,Helsinki,Finland,0,3,4.0,1.0,160.65332997013843
2011-09-02,Georgia,Latvia,Unknown,Unknown,1537.4228935528529,1509.4648477287126,Tbilisi,Georgia,0,3,0.0,1.0,27.9580458241403
2011-09-02,Germany,Austria,UEFA,UEFA,2087.3831529929807,1569.3974271900631,Gelsenkirchen,Germany,0,3,6.0,2.0,517.9857258029176
2011-09-02,Ghana,Eswatini,CAF,Unknown,1838.431213712391,1267.5271650939264,Accra,Ghana,0,3,2.0,0.0,570.9040486184645
2011-09-02,Grenada,Belize,Unknown,Unknown,1353.2939961731884,1312.4113918238293,St. George's,Grenada,0,3,0.0,3.0,40.8826043493591
2011-09-02,Guyana,Barbados,Unknown,Unknown,1439.549427173756,1420.2987425320175,Providence,Guyana,0,3,2.0,0.0,19.250684641738417
2011-09-02,Haiti,United States Virgin Islands,CONCACAF,Unknown,1521.712886398376,1167.7889645425032,Port-au-Prince,Haiti,0,3,6.0,0.0,353.9239218558728
2011-09-02,Dominica,Nicaragua,Unknown,Unknown,1281.5683539633408,1203.690542064831,Roseau,Dominica,0,3,0.0,2.0,77.87781189850966
2011-09-02,Hungary,Sweden,Unknown,UEFA,1654.5851509205015,1879.5846972708048,Budapest,Hungary,0,3,2.0,1.0,-224.99954635030326
2011-09-03,New Caledonia,American Samoa,Unknown,Unknown,1622.551978119541,1006.7403767868908,Nouméa,New Caledonia,0,2,8.0,0.0,615.8116013326502
2011-09-03,Rwanda,Ivory Coast,Unknown,CAF,1382.5314197313896,1875.9730859866884,Kigali,Rwanda,0,3,0.0,5.0,-493.44166625529874
2011-09-03,Scotland,Czech Republic,UEFA,UEFA,1691.5965166768092,1757.3933717529226,Glasgow,Scotland,0,3,2.0,2.0,-65.79685507611339
2011-09-03,Namibia,Gambia,Unknown,Unknown,1379.3204790979753,1490.5575205286675,Windhoek,Namibia,0,3,1.0,0.0,-111.23704143069222
2011-09-03,Sierra Leone,Egypt,Unknown,CAF,1405.7357857340176,1845.4291344995008,Freetown,Sierra Leone,0,3,2.0,1.0,-439.6933487654833
2011-09-03,Solomon Islands,Tuvalu,Unknown,Unknown,1590.9317792365932,1337.5657231415678,Nouméa,New Caledonia,1,2,6.0,1.0,253.36605609502544
2011-09-03,Tanzania,Algeria,Unknown,CAF,1412.863429426251,1548.901199251001,Dar es Salaam,Tanzania,0,3,1.0,1.0,-136.03776982474983
2011-09-03,Senegal,DR Congo,CAF,CAF,1691.730927982156,1529.852037741301,Dakar,Senegal,0,3,2.0,0.0,161.87889024085484
2011-09-03,Mali,Cape Verde,Unknown,CAF,1598.0033772719466,1505.6964012891335,Bamako,Mali,0,3,3.0,0.0,92.30697598281313
2011-09-03,Guam,Vanuatu,Unknown,Unknown,1024.5332650645046,1587.5076098705435,Nouméa,New Caledonia,1,2,1.0,4.0,-562.974344806039
2011-09-03,Libya,Mozambique,Unknown,Unknown,1580.8316282419098,1451.9287783883397,Cairo,Egypt,1,3,1.0,0.0,128.90284985357016
2011-09-03,Kiribati,Papua New Guinea,Unknown,Unknown,1268.60857755757,1488.7305284592708,Boulari,New Caledonia,1,2,1.0,17.0,-220.12195090170076
2011-09-03,Kenya,Guinea-Bissau,Unknown,Unknown,1387.8505461180864,1386.4158259820151,Nairobi,Kenya,0,3,2.0,1.0,1.4347201360712916
2011-09-03,Malawi,Tunisia,Unknown,CAF,1539.94291737869,1683.2234303585694,Blantyre,Malawi,0,3,0.0,0.0,-143.2805129798794
2011-09-03,Cook Islands,Fiji,Unknown,Unknown,1254.9764000717553,1653.5532039962106,Boulari,New Caledonia,1,2,1.0,4.0,-398.57680392445536
2011-09-03,Cameroon,Mauritius,Unknown,Unknown,1717.5485773171436,1218.7546759818797,Yaoundé,Cameroon,0,3,5.0,0.0,498.79390133526385
2011-09-04,Zimbabwe,Liberia,Unknown,Unknown,1517.304874513755,1367.6085397386034,Harare,Zimbabwe,0,3,3.0,0.0,149.69633477515163
2011-09-04,Togo,Botswana,Unknown,Unknown,1461.9390574049776,1558.5979402556509,Lomé,Togo,0,3,1.0,0.0,-96.65888285067331
2011-09-04,Niger,South Africa,Unknown,CAF,1413.554911758789,1740.4878197479325,Niamey,Niger,0,3,2.0,1.0,-326.93290798914336
2011-09-04,Madagascar,Nigeria,Unknown,Unknown,1374.4159026587945,1758.9258964932487,Antananarivo,Madagascar,0,3,0.0,2.0,-384.50999383445424
2011-09-04,Central African Republic,Morocco,Unknown,CAF,1371.0575475398794,1686.9788054995113,Bangui,Central African Republic,0,3,0.0,0.0,-315.92125795963193
2011-09-04,Congo,Sudan,Unknown,Unknown,1464.0187753144685,1496.145918612421,Brazzaville,Congo,0,3,0.0,1.0,-32.12714329795244
2011-09-04,Comoros,Zambia,Unknown,Unknown,1156.6766150327203,1632.0667019314396,Mitsamiouli,Comoros,0,3,1.0,2.0,-475.39008689871935
2011-09-04,Burundi,Benin,Unknown,Unknown,1358.8658708368384,1518.8709463843468,Bujumbura,Burundi,0,3,1.0,1.0,-160.00507554750834
2011-09-04,Angola,Uganda,Unknown,Unknown,1534.2656039496037,1666.8102062174555,Luanda,Angola,0,3,2.0,0.0,-132.54460226785181
2011-09-04,Guinea,Ethiopia,Unknown,Unknown,1624.2934082041925,1419.2892804582775,Conakry,Guinea,0,3,1.0,0.0,205.00412774591496
2011-09-05,Kiribati,Tahiti,Unknown,Unknown,1246.3588894045088,1510.2710309711415,Boulari,New Caledonia,1,2,1.0,17.0,-263.9121415666327
2011-09-05,New Caledonia,Solomon Islands,Unknown,Unknown,1623.69029039229,1602.2536615467868,Nouméa,New Caledonia,0,2,1.0,2.0,21.436628845503265
2011-09-05,Guam,Tuvalu,Unknown,Unknown,1022.5560609129776,1326.2438408313742,Nouméa,New Caledonia,1,2,1.0,1.0,-303.6877799183966
2011-09-05,Papua New Guinea,Fiji,Unknown,Unknown,1510.980216612332,1658.361596900328,Boulari,New Caledonia,1,2,0.0,2.0,-147.38138028799608
2011-09-05,American Samoa,Vanuatu,Unknown,Unknown,1005.6020645141416,1589.4848140220706,Nouméa,New Caledonia,1,2,0.0,8.0,-583.882749507929
2011-09-06,Lebanon,United Arab Emirates,Unknown,Unknown,1296.5888420340375,1550.3345235944237,Beirut,Lebanon,0,3,3.0,1.0,-253.74568156038617
2011-09-06,Luxembourg,Albania,Unknown,Unknown,1122.7707450436685,1527.498417454439,Luxembourg,Luxembourg,0,3,2.0,1.0,-404.72767241077054
2011-09-06,North Macedonia,Andorra,Unknown,Unknown,1549.1541708507064,1064.228142452518,Skopje,North Macedonia,0,3,1.0,0.0,484.92602839818846
2011-09-06,Malta,Georgia,Unknown,Unknown,1223.1380899528683,1510.372941675357,Attard,Malta,0,3,1.0,1.0,-287.23485172248866
2011-09-06,Moldova,Hungary,Unknown,Unknown,1445.9364664162658,1681.4855136483022,Chișinău,Moldova,0,3,0.0,2.0,-235.5490472320364
2011-09-06,Nicaragua,Panama,Unknown,CONCACAF,1247.8349848386715,1713.3345521630547,Managua,Nicaragua,0,3,1.0,2.0,-465.4995673243832
2011-09-06,Puerto Rico,Canada,Unknown,CONCACAF,1249.4132081525224,1685.102188831279,Bayamón,Puerto Rico,0,3,0.0,3.0,-435.6889806787565
2011-09-06,Qatar,Iran,AFC,AFC,1570.885614994747,1831.9475227245416,Doha,Qatar,0,3,1.0,1.0,-261.0619077297947
2011-09-06,Romania,France,Unknown,UEFA,1721.355846566455,1874.993641605648,Bucharest,Romania,0,3,0.0,0.0,-153.63779503919295
2011-09-06,Russia,Republic of Ireland,Unknown,Unknown,1823.5699795757855,1796.1901522380065,Moscow,Russia,0,3,0.0,0.0,27.379827337779034
2011-09-06,San Marino,Sweden,Unknown,UEFA,990.9364706811735,1852.684334543004,Serravalle,San Marino,0,3,0.0,5.0,-861.7478638618305
2011-09-06,Saudi Arabia,Australia,AFC,AFC,1668.4247808082227,1892.1181694765737,Riyadh,Saudi Arabia,0,3,1.0,3.0,-223.69338866835096
2011-09-06,Serbia,Faroe Islands,Unknown,Unknown,1777.2896732441648,1240.92116385323,Belgrade,Serbia,0,3,3.0,1.0,536.3685093909348
2011-09-06,Singapore,Iraq,Unknown,AFC,1468.2487568775234,1594.5324151642192,Singapore,Singapore,0,3,0.0,2.0,-126.28365828669575
2011-09-06,Slovakia,Armenia,Unknown,Unknown,1681.3830954126945,1467.3901204341194,Žilina,Slovakia,0,3,0.0,4.0,213.99297497857515
2011-09-06,Spain,Liechtenstein,UEFA,Unknown,2155.1748616253067,1269.042741311984,Logroño,Spain,0,3,6.0,0.0,886.1321203133227
2011-09-06,Saint Lucia,Saint Kitts and Nevis,Unknown,Unknown,1240.4137910798645,1367.77658339327,Gros Islet,Saint Lucia,0,3,2.0,4.0,-127.36279231340541
2011-09-06,Switzerland,Bulgaria,UEFA,Unknown,1778.1034849593807,1673.0935727498002,Basel,Switzerland,0,3,3.0,1.0,105.00991220958053
2011-09-06,Thailand,Oman,Unknown,Unknown,1517.241156528791,1639.7074622849454,Bangkok,Thailand,0,3,3.0,0.0,-122.4663057561545
2011-09-06,Uzbekistan,Japan,AFC,AFC,1676.013341738491,1916.343995911332,Tashkent,Uzbekistan,0,3,1.0,1.0,-240.33065417284115
2011-09-06,United States Virgin Islands,Antigua and Barbuda,Unknown,Unknown,1161.9828967447047,1427.6158309438183,Frederiksted,United States Virgin Islands,0,3,1.0,8.0,-265.6329341991136
2011-09-06,Latvia,Greece,Unknown,Unknown,1536.5147996062085,1798.6883466241734,Riga,Latvia,0,3,1.0,1.0,-262.1735470179649
2011-09-06,Scotland,Lithuania,UEFA,Unknown,1689.6339612192407,1550.8914003681734,Glasgow,Scotland,0,3,1.0,0.0,138.7425608510673
2011-09-06,Kuwait,South Korea,Unknown,AFC,1677.427697200632,1873.2072624503376,Kuwait City,Kuwait,0,3,1.0,1.0,-195.77956524970546
2011-09-06,Austria,Turkey,UEFA,UEFA,1567.318269811098,1810.021141154239,Vienna,Austria,0,3,0.0,0.0,-242.70287134314117
2011-09-06,Jordan,China PR,AFC,Unknown,1641.2366778194043,1748.4700159661884,Amman,Jordan,0,3,2.0,1.0,-107.23333814678404
2011-09-06,North Korea,Tajikistan,Unknown,Unknown,1609.8122796080577,1519.644238378451,Pyongyang,North Korea,0,3,1.0,0.0,90.16804122960662
2011-09-06,Azerbaijan,Kazakhstan,Unknown,Unknown,1432.8964033668333,1381.139878197364,Baku,Azerbaijan,0,3,3.0,2.0,51.75652516946934
2011-09-06,Barbados,Trinidad and Tobago,Unknown,Unknown,1400.2095093281846,1598.7179314472955,Bridgetown,Barbados,0,3,0.0,2.0,-198.50842211911095
2011-09-06,Belize,Guatemala,Unknown,Unknown,1360.873754053823,1563.9085951753725,Belmopan,Belize,0,3,1.0,2.0,-203.03484112154956
2011-09-06,Bosnia and Herzegovina,Belarus,UEFA,Unknown,1693.0659770708253,1621.3056031553367,Zenica,Bosnia and Herzegovina,0,3,1.0,0.0,71.76037391548857
2011-09-06,Cayman Islands,El Salvador,Unknown,Unknown,1219.423801848215,1647.1771465425156,George Town,Cayman Islands,0,3,1.0,4.0,-427.7533446943007
2011-09-06,Curaçao,Haiti,CONCACAF,CONCACAF,1261.7653098692408,1527.5189541961745,Willemstad,Curaçao,0,3,2.0,4.0,-265.7536443269337
2011-09-06,Denmark,Norway,Unknown,UEFA,1768.7010313185888,1804.5173088434392,Copenhagen,Denmark,0,3,2.0,0.0,-35.81627752485042
2011-09-06,Croatia,Israel,UEFA,Unknown,1904.7153900186715,1687.4448338932443,Zagreb,Croatia,0,3,3.0,1.0,217.27055612542722
2011-09-06,Italy,Slovenia,Unknown,Unknown,1912.5835325161995,1671.6213931592608,Florence,Italy,0,3,1.0,0.0,240.96213935693868
2011-09-06,Dominican Republic,Suriname,Unknown,Unknown,1318.2552620271224,1439.980110520704,San Cristóbal,Dominican Republic,0,3,1.0,1.0,-121.7248484935817
2011-09-06,Iceland,Cyprus,Unknown,Unknown,1434.2976942038797,1522.1688041956509,Reykjavík,Iceland,0,3,1.0,0.0,-87.87110999177116
2011-09-06,Indonesia,Bahrain,Unknown,Unknown,1458.2054951800903,1572.3466477841491,Jakarta,Indonesia,0,3,0.0,2.0,-114.14115260405879
2011-09-06,Finland,Netherlands,Unknown,UEFA,1632.1201589480129,2135.5386650298333,Helsinki,Finland,0,3,0.0,2.0,-503.4185060818204
2011-09-06,Estonia,Northern Ireland,Unknown,Unknown,1505.7079341467354,1537.5417320319684,Tallinn,Estonia,0,3,4.0,1.0,-31.833797885233025
2011-09-06,England,Wales,UEFA,Unknown,1962.45830544864,1567.7807381925054,London,England,0,3,1.0,0.0,394.6775672561346
2011-09-06,Guyana,Bermuda,Unknown,Unknown,1459.6386603775888,1379.4952600355923,Georgetown,Guyana,0,3,2.0,1.0,80.14340034199654
2011-09-07,New Caledonia,Tahiti,Unknown,Unknown,1603.651007471257,1528.453434451639,Koné,New Caledonia,0,2,3.0,1.0,75.19757301961795
2011-09-07,Solomon Islands,Fiji,Unknown,Unknown,1622.29294446782,1671.851227210104,Lifou,New Caledonia,1,2,2.0,1.0,-49.558282742284064
